x,y,label
0.9592752143868296,-0.24152144025681954,0
0.023327603094417518,1.035212292616833,0
-0.4584639512052878,-0.24366102929444972,1
0.5093639971405558,0.18225427622902876,1
0.5111022731275662,0.05756456645931633,1
-0.7867711534830175,0.5268046740708723,0
0.5891346875401455,-0.762873642885498,0
0.3516528045760779,-0.3606648391709825,1
0.8966079217170767,-0.567989182784626,0
0.28370181797687627,0.29397167181611034,1
-0.5088496229459174,0.08949900258538276,1
0.5584736113056722,0.8360248800844617,0
-0.98136775980974,0.024217486904517777,0
0.6818157869980485,0.7547450428616533,0
-0.021869960108938716,0.9161054523753344,0
-0.0745690116051405,-1.049409992445005,0
-0.3733801436983948,0.30507983796765215,1
0.8433475649220392,-0.48155680888014596,0
-0.08064075829597787,-1.007473327605218,0
0.0026597993839864408,-0.52008827523113,1
-0.7400040074424241,0.6530515964928769,0
-0.13592118172558754,-0.5261306236206637,1
-0.6094803729822789,0.8598062519281666,0
-0.1745513024751176,-0.4123804974521951,1
0.05978905535223059,-0.4302740540628276,1
0.4127406878948118,-0.1995235741086719,1
-0.489559867054292,0.23022040675943672,1
0.5017908680389725,-0.23301630383990354,1
-0.8085597770879409,-0.6060622171340998,0
-0.776562657743492,0.5266415754587079,0
-0.24210301899616232,0.9174280202345944,0
0.3400444051730342,0.9430096474520003,0
0.6497173864100271,-0.787420444168837,0
0.5867618635739652,0.8243360079508946,0
-0.8775834553423186,-0.34180214461794267,0
0.5403825113395957,-0.03747518755582532,1
-0.4420038394565176,-0.9151203883207946,0
-0.7094260621328793,0.8300496055814715,0
1.0093462109507054,0.2855093389361056,0
-0.8648297179638554,0.5054887190339333,0
0.4031611421378635,-0.2682038185103234,1
0.34330695377900267,0.3107296681207351,1
0.3547669270472308,0.4645202420878082,1
0.2650759233546582,0.9258540397750892,0
0.6315716351256618,0.6866234228213677,0
0.47665220801847147,0.3042963131710527,1
0.09426582648402813,-0.44760938723339366,1
0.18826596306096174,-0.43580869699419206,1
0.4315064471641852,-0.038589037474662934,1
-0.4347260713564888,0.1325361730625456,1
-0.03322155875853049,0.5180416255489442,1
-0.2677873892343866,0.29858089765383394,1
0.6586483640623337,-0.6862735887334294,0
0.9518492186966937,0.04885900004065366,0
-0.3477326670331817,-0.36409993067129237,1
0.7774868378817567,-0.5841307393809237,0
-0.7222864521305987,0.753325169377984,0
-0.9258690423164898,-0.22501877644802812,0
-0.9016665911210807,-0.543675275254911,0
0.34452245639314494,-0.9464325727175988,0
-0.2872082479442947,-0.29710974777273297,1
-0.4142316054178157,0.8643802078965016,0
-0.44712882455688097,0.8685934467584204,0
-0.30494968943879236,0.9905919166967785,0
-0.0584216147630173,0.5689905719460199,1
-0.94685860331665,-0.1555284521885303,0
-0.03704177564028404,0.510121322233142,1
-0.4636916522208339,-0.1404665769017191,1
-0.6277955240966893,-0.7141073609957715,0
-0.06791584390902852,0.5309914139240347,1
-0.48794660714060895,-0.012128780761983494,1
-0.9874047544712521,0.2930861330243194,0
0.27616453739496494,-0.4649604086424762,1
-0.2873385909441968,0.3838414674743489,1
0.3738712098708361,-0.8683383521343834,0
0.3437577234412112,0.346283488591385,1
0.4483420048537913,-0.10012523572778806,1
-0.19090081355862187,-0.956735016794104,0
0.9410242748957343,0.3431930527319982,0
0.15084705763427989,0.5911840521301625,1
-0.42788557610965366,0.10410491566239602,1
-0.569956403771439,-0.7990455082903671,0
-0.925746613534058,0.1764832034439744,0
0.4345477916103413,0.11991170358337348,1
0.45440706464741476,0.16644945988845883,1
-0.9740318520895855,0.27313945161894293,0
-0.480168999035383,-0.1432779821408781,1
0.8801903252144779,0.6167118920119877,0
-0.8768469469663925,-0.36206762986095264,0
0.8472038693358057,-0.31455085318820863,0
-0.21082309382239017,0.40464500808278925,1
-0.41637809524780733,-0.20029234212262115,1
0.3908746216179425,0.2639443073111011,1
0.049428311331334726,-0.49204537667390086,1
0.05476041860959115,-0.5405379002272488,1
0.27091117581900576,0.527094766151812,1
0.7772728499988544,0.597864541715583,0
0.466221480235204,1.003603425653731,0
-0.40743335464172714,-0.21352659593857412,1
-0.26012287629157776,-0.4299678715363612,1
1.0009412959679833,0.2549946285560562,0
0.051214179437978985,1.0532993710468614,0
-1.0298795139874248,0.06369022835161348,0
1.0029255867669296,-0.24514126638286804,0
0.21572415023122277,-0.4663564702224261,1
0.8519850417412456,0.4921335871660012,0
-0.4553118916900959,-0.0022886605676484886,1
-0.2811118582453138,0.4152382698464014,1
1.0335965917628398,0.2393962590892208,0
0.5539274905761196,-0.8152622188002293,0
-0.21886635744898114,-0.9384495182310723,0
-0.18530279525928275,-0.4879199241293839,1
-0.5893835805965896,-0.9270539089985311,0
-0.5225339367759635,-0.0458589795215408,1
-0.6793520668597904,-0.6753964977638189,0
0.28190378979262243,-0.38518380621347503,1
0.38812291190576337,-0.8753164473897969,0
0.45813217588495997,-0.07688779419337775,1
0.4602269452252528,0.2071320589226844,1
0.2147988469962283,-1.0042336370185792,0
0.20979131704732648,0.5400508055639259,1
-1.0469217525388281,-0.3113704725339664,0
0.20632917465133993,-1.0491053564236645,0
0.1930424136636293,0.5088810633210663,1
-0.6723813186532861,-0.7709540950880792,0
0.1271471301284169,0.5316233654439433,1
-0.46331050557955245,0.26250824216127683,1
-0.2546647167684449,-0.3426805651618524,1
-0.2090464849308524,0.9924783871050621,0
0.09074597966003921,-0.9543996488567476,0
0.49587105694237776,-0.2647459235796241,1
-0.12690202945808388,-0.4231380570519357,1
-1.1009766268474652,0.12037726775633344,0
0.3194490910756135,-0.3718005541882121,1
0.9623757291934967,0.08126806905552483,0
-0.28501513602276973,-0.8987388344186895,0
-0.027629907443806855,-0.4928172973775495,1
-0.42211216888028674,0.3150294941405148,1
-0.23004970761409457,0.4752973489544518,1
-0.4751771155400898,-0.09534068315431224,1
0.2915947668758766,0.42488149164793604,1
1.1102809241278644,-0.06336650907981943,0
-0.40009463790629696,-0.23371195167070602,1
0.5582670070454221,0.04896546784603284,1
-0.11007506004912884,1.0433373516923286,0
0.8717338972838627,-0.28966632619287547,0
-0.43556832799295836,0.1912606069106687,1
0.43914560665300195,0.8313565853386997,0
-0.022593811572005018,0.5127599894217593,1
-0.2901446193580053,0.43378281238855526,1
