x,y,label
-3.172003050937783,3.0434995508429403,1
-2.744367070020826,0.544724334655398,0
-3.800209096222327,1.9476546871543619,0
-3.976948858545496,2.745575479472672,0
-3.5458407282734985,1.2888224614455774,0
-4.1134105244148,4.397147757853096,1
-3.3548115547553703,1.5562675256710046,0
-3.0293053330378474,3.204776401828651,1
-2.0869367180578786,-0.7135412638701082,0
-3.01919183317032,2.80649424011444,1
-2.6829152265417955,0.13124064489636833,0
-2.488867692885501,2.331112951511069,1
-2.743239402779533,0.30347792281983565,0
-2.24279800983704,2.703022714199527,1
-3.801363417416045,1.833968551828184,0
-3.1076263897083685,3.6868192642031525,1
-2.7341030452263233,-0.13868462301473894,0
-3.573593041751314,1.8011262857154344,0
-2.8747481184071018,0.5502469378512247,0
-2.1110977244162887,1.7878098077928477,1
-2.0208725440528714,2.104958345791589,1
-1.4361478310094091,1.0606613625221386,1
-2.9638156422651236,0.7715718414636639,0
-1.6249213761057744,1.21988627267464,1
-2.9588274385769635,2.6339135274593475,1
-3.908881464968465,1.5724583797991531,0
-3.180549883159831,0.9804117587135117,0
-1.7581955534551272,-0.9208822044769516,0
-3.159607834510037,0.8026990476465992,0
-3.297337208035975,3.679098950984743,1
-2.290102049382181,1.9142004706248321,1
-3.419145751681244,1.7896522213090824,0
-4.295727880163293,2.7332818710602305,0
-2.4734825811354217,2.0771429855594024,1
-4.3869987701990185,2.369493874501919,0
-4.056770253415324,4.795824764733868,1
-3.584616987605958,3.7387711761547013,1
-3.286778377937268,3.3996646508273294,1
-3.5542923336210728,0.9373791216167966,0
-2.722784951210863,0.29373250663986017,0
-3.6662464726136177,1.5984417482216395,0
-3.37806198660915,3.6384678844502165,1
-2.90700488981771,3.396764741515586,1
-2.010723015236911,2.101966913558262,1
-1.6642223447909594,1.3617359082320093,1
-3.1104237615476173,3.229638121403043,1
-3.503275869997218,3.7976788987590386,1
-3.0379688321460936,3.515092936905478,1
-2.4133863773578983,2.5348329677654906,1
-2.128411965795583,1.2447123009234518,1
-2.7408136200749658,2.311148080781262,1
-3.004645242902777,0.4893596000468552,0
-3.7811143366816165,2.577598932696868,0
-2.8865531354057192,0.6672643329637147,0
-3.0578865101202286,3.606677839057829,1
-4.41532899248236,2.8680897942270134,0
-2.9664508129346943,3.1849555434215753,1
-4.811055165674475,3.0377976003739544,0
-2.901666390284009,0.3752579616399778,0
-3.485156756588958,3.9481010254475457,1
-2.8062931192056713,0.902227429619014,0
-3.9084953198955796,1.873335177880124,0
-2.1857400202386263,2.4880391531571613,1
-2.4859492267930916,-0.0455432255170205,0
-2.7929257787539212,1.1983017961100688,0
-1.591733243431869,-1.3789411166492807,0
-2.9894464225151633,0.9146094446308686,0
-2.871360799707151,0.6210232343398401,0
-3.476055749306802,1.5563479716826838,0
-2.7384702713547115,2.6661752036662736,1
-2.2891302280664325,-0.42469651530344255,0
-1.9222369410773794,1.635959141203034,1
-2.690445636544561,0.6784976807366192,0
-2.7001815826018625,3.0051587488873004,1
-2.703260053693551,2.6399396611013266,1
-2.831110396187942,2.4412478711268655,1
-2.4197166693602283,-0.43970733695604736,0
-3.9616844925229793,1.9052921983451263,0
-3.2068858497138026,1.1618586936139845,0
-2.5539092468649796,-0.1842466617808709,0
-3.3156423619667676,0.6560188384094454,0
-4.052103926478239,2.369251693449155,0
-1.6727428156232709,2.2638476114113817,1
-2.947401328988024,3.109757517959303,1
-3.08221885671624,3.5206687344324243,1
-2.9506485425217606,2.985355266257279,1
-4.441817239411577,5.038080320936641,1
-2.959492837794535,3.0731252052542075,1
-4.1147419732293224,2.3202028912440986,0
-2.932860639872504,2.8437250188590752,1
-2.727749833869974,2.9252025845898126,1
-2.9272345580949906,2.655734434414772,1
-3.8152127146583013,4.538126438693798,1
-2.5465585531136052,0.23658759575797994,0
-3.611718001864081,2.107298920870402,0
-2.0912445233061603,-0.9724952261005253,0
-3.9446080551010954,4.770592075820125,1
-2.966257272532296,0.54941037888001,0
-3.0264114878593396,3.187140827536904,1
-4.996937206111803,3.2639060488075495,0
-2.9332642919088663,3.2184792669545246,1
-4.398343285985733,2.348145008680892,0
-2.618002286241935,0.23382802169459183,0
-2.04396305436643,2.308332389312761,1
-2.995043621169792,1.151233211537603,0
-3.2262618636314366,3.087361447312573,1
-3.3622730453037954,3.1584106120922395,1
-2.48000622725641,0.3599671911271498,0
-3.5644273182924664,0.9169624501385005,0
-3.6354234893403423,4.147519045782551,1
-4.392047036578104,2.985116397805107,0
-1.8529701884454455,1.5806311159595692,1
-3.1253125259498766,1.2070844173481925,0
-3.082737587474229,3.3396779715831246,1
-3.2446947123543968,1.6967237662883958,0
-4.0489842828066624,1.9709410432261043,0
-1.1848956507750494,0.5933722045412368,1
-2.5290568143660477,0.25726738909872626,0
-4.42381123210094,2.75746794179841,0
-4.732943309315298,2.831220886558087,0
-4.116185279954718,1.7180825357356655,0
-3.1506417365504613,3.7760785972753763,1
-3.117636573169537,0.550697487276695,0
-3.1591270608292747,2.9588879585276677,1
-3.9626708998638636,4.0630105877111875,1
-4.846993921496952,5.402467088232902,1
-2.2503424218135857,-0.37757721411735456,0
-2.6010765576984625,2.288493910326318,1
-4.9746983431194955,3.341464509871617,0
